GeneID,Normal,Normal,Normal,Normal,Normal,Normal,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor
ENSG00000139287,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133020,0,0,0,3,0,2,0,0,0,7,13,3,0,0,1,0,6,20
ENSG00000232698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196230,5,1,3,7,5,5,8,0,2,5,9,12,1,3,7,1,4,19
ENSG00000230401,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_097812,5,0,4,4,3,11,7,8,12,4,2,5,0,11,10,18,11,10
XLOC_146028,4551,13667,6641,12634,3830,11316,1736,8842,4520,9767,9622,10287,575,54780,7226,1740,2364,2233
XLOC_053128,0,0,0,1,1,0,0,0,2,0,0,0,0,0,15,0,1,6
XLOC_094414,4,71,16,51,25,71,58,41,20,24,57,41,40,37,20,18,101,53
ENSG00000136881,0,0,0,2,0,8,57,0,7,0,36,29,0,18,0,0,6,67
XLOC_101383,4,3,31,11,15,19,10,15,7,8,4,44,4,8,35,6,22,68
ENSG00000106771,298,437,650,540,1403,1234,444,253,957,528,2133,673,314,382,1365,299,1161,711
ENSG00000155897,0,13,2,3,4,24,0,1,0,1,5,0,0,0,0,0,0,0
ENSG00000162976,22,19,43,64,125,127,28,13,45,42,51,86,18,19,108,34,98,172
ENSG00000166803,0,0,0,3,0,2,4,0,1,13,5,20,1,0,3,0,0,5
ENSG00000232196,0,0,46,6,7,10,1,0,9,3,6,32,0,0,34,7,9,11
ENSG00000105220,24,66,74,95,43,105,119,7,41,83,93,139,67,95,63,39,76,127
ENSG00000127928,0,0,0,0,0,0,9,0,0,0,0,0,4,1,0,0,4,0
ENSG00000154165,0,0,4,0,0,0,12,0,1,0,0,0,0,1,1,0,0,0
ENSG00000226497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_117608,1,3,2,18,2,0,0,0,0,0,0,4,0,0,0,0,4,1
ENSG00000183644,1,1,12,15,2,57,1,2,5,1,10,1,13,0,28,2,10,46
XLOC_158624,2,2,5,6,13,11,0,6,8,6,15,3,0,0,10,2,9,12
ENSG00000226674,1,5,25,60,3,39,16,0,18,29,33,130,5,1,97,1,71,105
ENSG00000177432,16,120,279,86,158,209,10,57,63,33,186,162,5,40,99,10,195,142
XLOC_116339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000160867,15,9,34,4,13,22,2,67,3,5,13,0,2,16,0,9,8,4
ENSG00000154358,27,132,230,126,235,226,195,177,103,60,80,72,108,64,160,17,72,41
XLOC_051176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186288,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
XLOC_008273,0,0,3,0,1,0,1,0,3,1,3,0,0,0,3,0,1,1
ENSG00000254827,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
ENSG00000026751,98,2,104,310,108,599,115,42,130,158,198,894,162,224,299,73,545,1167
ENSG00000134940,1,0,0,5,0,17,0,0,0,6,7,1,1,0,19,7,11,3
XLOC_030254,98,48,164,197,280,134,519,140,175,162,164,104,307,123,293,25,201,281
ENSG00000164066,377,202,529,461,720,1299,299,203,659,306,1083,725,292,167,846,105,638,997
XLOC_026641,7,1,34,41,12,114,25,10,75,37,31,50,10,36,76,21,62,71
ENSG00000138411,514,997,1555,785,2392,1694,410,778,134,573,574,318,408,182,92,199,167,226
XLOC_057350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154237,46,58,96,122,52,121,45,21,75,98,67,173,14,88,117,49,208,161
ENSG00000074855,3,11,4,21,13,7,12,0,17,26,24,21,7,3,17,2,19,19
XLOC_152189,21,45,151,97,166,233,227,68,150,174,582,298,258,41,195,190,421,150
ENSG00000229382,0,1,0,0,3,3,4,0,2,0,0,1,6,0,0,0,0,3
XLOC_010258,0,0,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
XLOC_071850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196420,0,2,0,5,1,3,0,0,0,4,0,1,0,0,2,0,0,0
XLOC_008660,263,2904,2596,544,1073,706,2423,3059,836,326,1321,2544,816,4877,1425,124,1180,1737
XLOC_082183,8,98,116,99,54,95,53,2,84,67,49,70,13,11,29,37,111,89
XLOC_000485,6,0,23,7,5,37,5,24,24,2,25,10,0,12,42,1,9,1
ENSG00000160007,342,715,729,1100,801,1465,629,353,1311,1138,765,1380,389,834,2153,790,750,1058
XLOC_116534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_143653,1,3,32,9,3,8,32,31,3,3,2,10,9,82,2,3,0,36
XLOC_099393,37,6,17,37,225,185,64,1,12,22,36,8,15,3,37,7,21,2
ENSG00000144283,455,709,686,619,983,1399,511,392,521,483,955,1092,431,530,1042,369,1004,976
XLOC_120073,0,11,11,12,6,2,7,1,0,9,8,5,3,7,4,1,1,2
ENSG00000242021,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3
XLOC_158502,1,1,3,0,4,0,0,1,1,0,2,5,0,0,8,1,2,0
XLOC_018680,0,0,1,9,11,1,0,5,4,2,1,16,0,1,4,1,5,1
XLOC_167678,205,199,318,695,516,360,142,307,299,447,530,285,129,586,303,263,468,432
ENSG00000267327,0,3,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0
ENSG00000135919,6,17,71,17,2,55,21,0,16,32,14,96,8,4,8,13,126,99
ENSG00000124743,0,10,31,5,34,30,0,0,13,2,4,5,2,0,44,0,18,70
XLOC_141739,0,4,18,16,3,8,13,15,20,13,26,14,12,39,9,10,86,24
XLOC_042045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240184,80,72,88,44,120,112,7,42,17,48,25,63,14,39,19,8,26,130
ENSG00000139597,25,49,116,111,254,343,40,14,125,62,216,230,45,17,278,46,214,229
ENSG00000223829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
XLOC_093922,0,2,5,8,2,0,2,2,7,1,1,19,6,3,10,8,12,6
XLOC_159060,19,62,31,72,14,36,9,161,27,41,38,8,6,25,67,22,19,81
XLOC_094405,10,20,10,9,14,9,28,62,11,11,11,11,13,26,11,0,10,12
XLOC_163388,125,152,301,182,759,1043,90,975,498,70,898,651,77,129,914,91,470,1389
ENSG00000258169,1,2,0,0,0,1,0,0,2,5,0,0,0,1,0,0,8,0
ENSG00000178093,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000263958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_073266,0,0,9,4,19,6,0,10,2,5,25,30,3,0,6,1,1,9
ENSG00000271742,0,1,0,2,0,1,2,0,17,1,0,0,0,0,1,2,3,0
ENSG00000166743,1,3,14,20,19,22,4,28,52,9,38,14,2,56,25,2,3,4
XLOC_135625,0,0,0,0,0,0,2,0,1,0,0,0,10,0,0,0,0,0
XLOC_146626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_017779,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181392,0,1,3,7,0,2,3,1,1,10,8,13,5,2,7,0,6,3
ENSG00000150627,8,13,41,21,42,72,1,24,62,3,17,68,0,12,50,9,15,52
ENSG00000163528,20,22,25,20,27,20,22,60,29,34,35,37,25,4,30,14,19,7
XLOC_116646,30,32,39,31,71,67,17,2,58,24,69,72,54,10,73,26,47,36
XLOC_142723,0,26,4,0,10,22,6,0,0,0,1,0,2,0,0,0,2,0
XLOC_074843,5,2,38,4,44,40,2,5,32,5,35,20,1,13,57,14,29,42
XLOC_070366,2,4,35,14,49,28,31,8,57,18,75,25,18,5,94,15,60,30
ENSG00000107821,0,0,0,6,0,12,7,3,0,13,13,3,0,7,4,7,0,6
ENSG00000124467,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
XLOC_001720,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0
XLOC_069270,62,92,30,37,31,42,87,112,7,24,31,61,78,40,25,13,56,44
ENSG00000257556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_032227,110,290,263,138,396,270,56,270,45,19,111,54,25,34,89,5,112,30
XLOC_061682,0,0,0,3,10,21,5,0,10,7,24,22,3,17,49,4,41,35
XLOC_023554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_045992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114735,108,55,223,214,88,275,213,73,232,196,187,144,136,170,344,88,176,224
ENSG00000099341,31,56,107,44,20,75,115,75,30,52,62,52,66,77,56,27,65,39
ENSG00000127249,185,204,593,539,411,1189,213,448,1631,565,1760,855,125,877,1847,653,685,871
ENSG00000131781,7,29,41,145,50,101,96,168,268,487,417,47,68,111,400,252,648,50
XLOC_022672,0,1,3,2,1,6,0,0,0,1,2,7,0,4,16,0,13,36
XLOC_163447,13,55,144,127,91,265,17,2,80,41,25,19,11,2,86,21,49,176
ENSG00000184276,0,0,3,0,1,1,0,0,1,0,0,0,0,13,4,0,1,0
ENSG00000267100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000108587,152,348,258,248,441,552,307,221,336,349,418,661,183,329,415,175,362,619
ENSG00000105852,10,21,18,17,47,67,29,17,132,86,78,71,7,23,199,99,55,67
ENSG00000135870,384,1019,1333,874,1560,1921,971,624,915,796,1553,2016,543,414,1177,476,1523,1759
XLOC_091936,1,2,18,10,36,26,4,13,15,11,24,36,5,4,16,4,40,67
ENSG00000182158,1786,1884,3332,2654,3979,3864,3918,2178,3045,2981,3983,4670,2522,5336,5442,2091,8989,5889
ENSG00000204514,68,104,102,190,108,137,60,79,136,129,133,297,70,147,262,52,242,290
ENSG00000254511,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_060698,63,306,207,338,295,217,89,192,50,146,139,189,43,122,117,142,172,174
ENSG00000108342,2,170,97,3,6,23,17,89,2,0,2,26,4,29,0,0,0,8
ENSG00000204977,2,9,31,32,20,28,1,7,25,18,23,29,4,2,22,3,10,6
XLOC_039793,0,0,5,10,0,19,0,0,1,4,1,6,0,2,5,0,11,5
ENSG00000213903,88,184,176,271,179,324,91,110,303,182,202,420,26,132,483,81,334,332
XLOC_133830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211448,11,0,3,110,12,81,8,40,15,44,13,331,3,20,12,21,25,223
ENSG00000169306,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,3
ENSG00000274414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198848,35,28,66,31,53,90,73,9,17,21,19,21,13,26,10,11,12,63
XLOC_063833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137338,29,50,93,50,118,136,15,62,121,64,91,102,40,46,114,27,59,157
ENSG00000171612,6,19,16,7,25,48,16,3,2,16,22,32,8,16,16,7,16,38
ENSG00000272505,5,3,4,9,11,21,2,1,16,5,18,12,0,4,11,3,6,19
XLOC_140939,19,9,8,8,41,21,24,1,11,4,15,12,6,9,9,7,9,24
XLOC_121744,8,5,1,0,2,15,0,9,1,3,6,5,0,3,16,6,10,6
ENSG00000106772,57,245,388,258,450,316,40,59,140,87,129,96,23,88,182,35,327,191
ENSG00000075785,4127,3410,2541,5541,3046,3827,3970,1396,1219,4677,2231,3566,2762,2834,2084,2704,3166,3946
ENSG00000197948,82,97,151,243,136,266,58,87,172,178,332,240,42,51,304,87,497,445
ENSG00000074803,0,13,13,1,64,12,0,40,5,5,9,3,0,0,0,0,5,33
ENSG00000188763,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
XLOC_105120,0,8,1,8,0,13,1,0,1,0,3,0,0,0,0,0,4,0
ENSG00000225498,0,11,44,0,6,15,4,5,18,0,4,16,0,0,8,0,2,49
XLOC_102379,0,1,2,24,4,4,0,0,2,2,4,25,0,0,11,8,1,0
XLOC_163564,0,2,1,6,20,6,2,12,5,6,4,7,0,0,8,1,22,12
ENSG00000183742,26,81,69,49,37,209,77,33,156,105,333,1903,57,121,316,118,119,2260
XLOC_113227,0,4,7,5,33,16,1,18,10,5,24,43,3,8,8,4,17,20
XLOC_143427,3,0,3,9,9,14,0,8,3,5,7,15,0,0,2,0,1,9
ENSG00000182648,3,5,16,7,30,13,9,12,19,6,11,3,11,3,9,0,14,1
XLOC_069778,18,6,0,2,0,5,0,1,13,0,22,0,0,0,0,0,3,0
ENSG00000176742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_066518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124568,0,0,0,0,0,0,21,0,0,5,0,0,13,0,0,0,0,0
XLOC_008059,11,3,8,12,2,7,12,0,9,11,11,6,8,13,10,6,9,11
ENSG00000225877,0,0,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000138814,280,660,696,804,792,1142,588,185,457,453,987,1339,508,324,887,277,680,1244
XLOC_012421,13,3,4,13,5,43,24,0,41,22,0,62,18,34,25,21,69,41
ENSG00000051341,3,3,19,38,4,27,3,20,23,28,54,32,10,7,47,37,135,83
XLOC_127864,9,1,1,19,4,10,50,25,15,13,22,9,33,44,69,6,15,7
XLOC_090074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_110183,5,17,4,29,4,3,4,0,9,25,2,6,1,0,6,8,4,3
ENSG00000118017,1,0,0,3,0,6,4,0,0,0,0,0,0,3,0,2,0,1
XLOC_168214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_100043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000092529,100,148,271,425,204,355,83,199,383,293,200,162,38,217,560,136,95,173
ENSG00000233559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_043421,0,0,1,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000272335,38,70,119,62,305,314,170,71,364,79,313,328,77,46,654,40,340,315
ENSG00000248528,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,3
XLOC_155364,0,0,0,2,2,0,0,0,0,1,0,2,0,0,1,0,0,0
XLOC_142147,3,3,6,14,6,21,4,0,7,2,5,9,6,2,12,2,9,16
ENSG00000279152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102967,24,9,33,79,41,67,43,49,33,48,31,105,21,58,39,19,47,83
XLOC_010664,0,0,0,0,0,2,0,0,1,2,3,3,0,1,0,1,4,19
XLOC_135886,0,0,4,0,10,3,0,11,0,0,0,6,0,0,3,0,8,0
XLOC_097616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012061,36,106,235,56,55,133,31,83,45,45,42,76,8,61,58,9,36,48
ENSG00000055813,40,122,225,43,545,249,22,67,3,51,36,34,7,1,29,18,63,16
XLOC_166521,0,7,0,0,5,1,21,0,0,2,0,0,0,0,3,0,0,1
ENSG00000123576,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075340,31,7,130,71,93,162,11,31,95,55,57,206,19,52,105,25,42,282
ENSG00000038382,293,647,899,728,844,1239,1235,562,804,783,1320,2158,754,566,1352,425,1702,2073
XLOC_085295,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0
XLOC_118580,8,5,2,6,24,10,8,0,5,0,18,3,5,1,18,1,16,23
XLOC_033868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146221,3,0,3,19,36,42,1,0,3,1,3,4,0,0,10,0,0,8
XLOC_168039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_095092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_016146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133142,1688,1933,2471,2939,2954,2637,1452,1132,1036,2127,2228,2478,798,2165,1337,2236,1871,2289
ENSG00000163412,305,177,411,351,569,733,123,177,235,169,331,369,117,155,349,93,293,487
ENSG00000011422,4,76,58,12,8,74,39,35,7,12,27,129,17,12,31,10,23,180
ENSG00000198062,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000175426,2,28,13,26,24,83,11,13,13,16,21,70,9,22,22,2,43,45
ENSG00000249513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127334,64,59,223,131,401,435,136,449,159,97,271,635,58,81,271,31,401,1190
ENSG00000251632,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
ENSG00000118308,28,61,58,67,152,314,43,100,88,77,62,170,29,29,168,13,248,237
ENSG00000197084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000246863,0,0,0,0,0,2,0,0,1,1,0,0,0,0,6,1,0,0
XLOC_117252,1,4,71,7,43,47,7,16,49,19,17,63,3,6,118,0,76,55
ENSG00000186297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198231,389,686,778,804,821,1104,909,547,661,773,819,1255,619,1101,1053,446,924,1083
ENSG00000198455,30,76,128,58,101,123,86,18,63,59,81,94,44,29,137,49,178,216
ENSG00000121005,1,14,34,30,39,10,106,5,89,7,16,51,58,13,91,14,11,60
ENSG00000160471,0,0,0,2,0,6,0,9,0,7,0,0,0,5,2,0,0,0
ENSG00000170340,52,126,168,83,255,297,78,132,116,96,122,286,18,39,133,32,148,285
ENSG00000173960,19,23,82,61,82,153,81,158,98,48,43,122,51,7,128,26,114,128
ENSG00000260926,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0
XLOC_168299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_100777,7,5,17,7,18,37,12,0,32,5,27,32,3,5,26,1,26,27
ENSG00000145730,61,321,292,204,565,513,183,142,400,238,537,949,98,225,759,156,365,897
XLOC_004486,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124614,0,6,2,0,0,15,1,0,3,0,5,5,1,0,11,2,19,0
ENSG00000161849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144130,0,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
XLOC_057280,4,2,10,1,1,32,10,10,21,17,15,14,5,13,50,2,36,23
XLOC_123293,19,22,146,79,231,190,81,20,163,44,265,181,65,34,191,39,207,204
ENSG00000117713,492,606,992,1278,645,980,1042,502,593,1023,689,1154,910,1211,739,563,857,1112
XLOC_082950,38,9,38,46,57,45,27,9,25,23,51,24,12,4,55,3,74,46
ENSG00000158850,17,32,38,53,25,70,62,12,35,45,22,53,51,114,61,27,33,62
XLOC_071720,1,78,13,16,39,41,16,5,0,9,26,51,1,9,11,9,35,28
XLOC_159660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_164073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
XLOC_074018,5,9,12,26,2,40,33,3,20,37,5,40,8,19,7,9,24,21
XLOC_139871,0,0,1,18,6,17,23,2,10,7,3,11,1,42,5,4,4,64
XLOC_004570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_053060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279579,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0
ENSG00000250597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144596,9,3,1,14,0,12,2,0,2,10,3,7,2,18,22,1,4,38
ENSG00000261090,0,0,1,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0
ENSG00000138175,78,127,144,122,243,355,196,27,78,95,180,202,29,124,176,57,160,374
ENSG00000275835,40,41,51,55,67,128,47,37,79,82,94,124,21,29,85,23,92,139
ENSG00000127054,12,11,69,20,22,43,35,14,32,26,30,60,14,23,30,9,43,60
ENSG00000170262,1,10,32,0,0,16,11,1,1,11,1,72,3,5,4,4,0,73
ENSG00000117335,454,825,1193,766,1372,2313,1496,738,1164,2210,2621,3146,1351,1218,1945,1537,1429,2561
ENSG00000142149,9,18,10,20,28,18,74,20,4,37,73,67,56,16,8,25,41,34
ENSG00000129596,6,16,60,11,163,81,2,2,5,1,27,12,6,0,11,2,22,22
ENSG00000266651,0,2,1,3,1,2,3,0,0,0,0,8,2,0,1,0,0,0
XLOC_057723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000242759,18,7,15,2,8,25,9,8,12,1,8,16,1,8,7,0,4,17
ENSG00000134884,759,1319,1511,2143,1799,2907,560,490,645,1098,975,1238,471,757,879,750,900,1106
ENSG00000259971,0,0,0,1,10,7,0,9,0,0,3,0,0,0,2,0,1,0
ENSG00000225742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267568,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
ENSG00000062194,306,548,738,752,1068,1455,905,427,675,519,983,1302,590,408,1020,282,1086,1477
ENSG00000226859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_041563,0,2,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0
XLOC_085736,898,1749,2285,1635,2260,2412,1847,2294,1580,1525,2079,2311,1145,929,1731,1093,1712,1668
XLOC_151352,1,0,1,0,16,26,0,0,5,1,0,9,0,0,3,0,4,4
ENSG00000133131,15,69,85,56,190,224,48,189,70,105,98,274,23,85,87,45,86,209
ENSG00000139437,44,64,125,252,119,230,127,83,55,157,152,158,94,152,100,55,141,164
ENSG00000108960,32,74,65,36,226,119,13,15,23,21,42,159,15,22,39,10,145,305
ENSG00000185774,0,15,55,14,44,52,5,12,51,11,160,100,11,14,108,12,34,133
ENSG00000141858,14,11,18,22,51,17,24,24,32,31,12,15,27,19,23,19,25,14
ENSG00000133812,138,505,542,262,906,983,162,444,307,208,302,581,59,164,400,126,437,639
ENSG00000082805,698,1449,1095,1729,1288,1860,876,840,532,1138,1148,1548,562,630,1167,584,1227,1526
XLOC_158838,38,91,121,137,237,145,84,118,167,85,152,164,42,52,196,87,264,194
ENSG00000159322,14,19,60,28,70,79,18,13,25,18,33,110,8,9,93,17,69,93
XLOC_042381,6,7,2,7,6,5,11,2,14,4,1,11,1,9,4,3,11,21
ENSG00000197497,0,0,0,8,0,1,1,0,0,0,0,0,3,0,0,0,1,1
XLOC_121131,0,0,0,11,1,14,0,0,0,0,0,1,1,0,0,0,0,5
XLOC_062485,0,0,5,2,10,14,0,1,0,0,8,6,0,0,1,1,23,5
XLOC_087562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233721,0,0,0,0,0,1,0,32,0,0,2,0,0,0,0,0,0,0
ENSG00000186204,0,1,8,3,0,11,0,0,4,2,0,0,1,0,45,0,0,1
XLOC_047186,4,0,3,19,0,0,52,0,83,39,10,35,24,16,75,5,52,62
ENSG00000277559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_062129,0,27,24,0,3,12,1,0,30,5,2,6,4,4,27,1,0,18
XLOC_014463,59,421,377,164,472,387,62,304,66,107,219,409,41,15,109,112,153,211
ENSG00000162398,3,8,6,6,12,3,5,35,8,5,4,5,0,8,13,1,1,2
ENSG00000187193,5,115,91,6,77,18,0,36,13,7,19,21,1,17,5,0,14,14
XLOC_004488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177108,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
XLOC_145819,0,18,26,29,16,18,4,5,2,4,5,1,2,0,5,0,0,0
ENSG00000104823,9,11,22,55,12,43,22,2,16,19,17,35,61,23,26,11,16,25
ENSG00000240764,25,12,44,34,29,95,1,5,6,4,25,67,3,2,1,5,3,64
XLOC_048598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114388,6,19,13,11,5,26,7,2,18,18,21,10,8,17,15,3,17,31
ENSG00000230090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143119,33,5,103,51,51,20,6,8,3,20,26,23,2,11,17,2,70,14
ENSG00000163806,0,11,3,1,0,5,0,49,9,0,1,2,0,0,13,2,21,29
ENSG00000204444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
XLOC_078189,0,2,0,3,1,5,0,14,3,5,11,5,0,3,9,5,11,8
ENSG00000256742,0,0,0,1,2,0,0,0,13,0,0,1,0,0,1,0,2,4
ENSG00000108557,63,77,159,71,144,177,133,117,109,72,189,258,82,93,228,54,175,172
ENSG00000271324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000152520,138,252,594,534,916,1069,346,226,518,302,546,699,194,231,769,184,840,841
ENSG00000182676,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
ENSG00000004838,30,11,4,22,53,12,5,9,1,25,7,9,1,11,6,35,3,17
ENSG00000267273,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
XLOC_055423,0,1,1,0,10,0,1,0,1,1,0,2,0,3,1,2,2,6
ENSG00000137558,0,11,9,20,3,18,17,0,4,1,16,161,20,5,42,2,88,71
ENSG00000175395,27,38,193,68,193,253,26,71,90,53,90,135,25,17,127,27,118,164
ENSG00000268889,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0
ENSG00000182544,19,27,18,28,8,45,28,104,22,18,4,39,25,3,22,24,23,2
XLOC_120746,0,0,0,1,0,1,1,0,26,0,3,0,1,0,0,0,0,8
XLOC_116898,322,247,478,675,457,1311,505,610,1918,985,1656,645,464,1005,2498,745,525,667
ENSG00000233200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165555,5,4,10,13,13,22,22,3,2,1,6,14,12,21,14,1,18,25
ENSG00000068366,82,503,1175,267,1273,1502,177,266,291,221,1307,4269,130,93,570,210,1175,1997
ENSG00000272888,136,380,928,372,1186,1433,486,527,1764,498,3235,2306,493,422,2808,443,1613,2173
XLOC_013098,0,0,0,0,6,1,0,0,1,0,1,1,0,0,0,0,4,1
ENSG00000179083,0,0,0,2,0,0,72,0,0,1,6,0,99,0,0,0,15,2
ENSG00000251206,0,0,0,0,0,0,0,2,2,0,0,5,1,0,0,0,0,1
ENSG00000261029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117298,116,157,206,112,218,235,75,98,55,59,193,182,72,70,92,20,215,158
ENSG00000182492,628,214,467,429,593,480,798,841,184,367,634,1103,288,1417,322,96,402,1875
XLOC_028475,7,16,31,33,16,54,18,9,28,30,32,78,17,63,66,29,48,82
ENSG00000163354,2,1,10,5,2,5,3,0,14,12,4,1,1,4,7,2,2,25
ENSG00000075624,3272,7377,7276,5833,7247,9259,5947,4465,4402,5751,5911,14702,3797,5111,8474,4086,7014,14067
ENSG00000111785,57,153,104,162,229,279,54,38,89,88,165,158,63,59,162,39,146,120
